player,round,score,total,place,year,major,date,major_id,major_round,made_cut,liv,defect_date,post,sv_field,birthdate,age,event_time
Kevin Chappell,4,,153.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,0,0,,0,,1986-07-08,31.750855578370977,
Kevin Kisner,1,72.0,288.0,28.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,1,0,,0,-1.7931034482758577,1984-02-15,34.143737166324435,
Kevin Kisner,2,75.0,288.0,28.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,1,0,,0,0.4367816091954069,1984-02-15,34.143737166324435,
Kevin Kisner,3,69.0,288.0,28.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,1,0,,0,-2.2641509433962312,1984-02-15,34.143737166324435,
Kevin Kisner,4,72.0,288.0,28.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,1,0,,0,1.5094339622641542,1984-02-15,34.143737166324435,
Kim Si-woo,1,75.0,287.0,24.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,1,0,,0,1.2068965517241423,1995-06-28,22.77891854893908,
Kim Si-woo,2,73.0,287.0,24.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,1,0,,0,-1.5632183908045931,1995-06-28,22.77891854893908,
Kim Si-woo,3,68.0,287.0,24.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,1,0,,0,-3.2641509433962312,1995-06-28,22.77891854893908,
Kim Si-woo,4,71.0,287.0,24.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,1,0,,0,0.5094339622641542,1995-06-28,22.77891854893908,
Kiradech Aphibarnrat,1,79.0,292.0,44.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,1,0,,0,5.206896551724142,1989-07-23,28.709103353867214,
Kiradech Aphibarnrat,2,70.0,292.0,44.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,1,0,,0,-4.563218390804593,1989-07-23,28.709103353867214,
Kiradech Aphibarnrat,3,72.0,292.0,44.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,1,0,,0,0.7358490566037688,1989-07-23,28.709103353867214,
Kiradech Aphibarnrat,4,71.0,292.0,44.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,1,0,,0,0.5094339622641542,1989-07-23,28.709103353867214,
Kyle Stanley,1,72.0,297.0,52.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,1,0,,0,-1.7931034482758577,1987-11-19,30.38466803559206,
Kyle Stanley,2,74.0,297.0,52.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,1,0,,0,-0.5632183908045931,1987-11-19,30.38466803559206,
Kyle Stanley,3,75.0,297.0,52.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,1,0,,0,3.7358490566037688,1987-11-19,30.38466803559206,
Kyle Stanley,4,76.0,297.0,52.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,1,0,,0,5.509433962264154,1987-11-19,30.38466803559206,
Larry Mize,1,76.0,156.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,0,0,,0,2.2068965517241423,1958-09-23,59.540041067761805,
Larry Mize,2,80.0,156.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,0,0,,0,5.436781609195407,1958-09-23,59.540041067761805,
Larry Mize,3,,156.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,0,0,,0,,1958-09-23,59.540041067761805,
Larry Mize,4,,156.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,0,0,,0,,1958-09-23,59.540041067761805,
Li Haotong,1,69.0,289.0,32.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,1,0,,0,-4.793103448275858,1995-08-03,22.680355920602327,
Li Haotong,2,76.0,289.0,32.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,1,0,,0,1.4367816091954069,1995-08-03,22.680355920602327,
Li Haotong,3,72.0,289.0,32.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,1,0,,0,0.7358490566037688,1995-08-03,22.680355920602327,
Li Haotong,4,72.0,289.0,32.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,1,0,,0,1.5094339622641542,1995-08-03,22.680355920602327,
Lin Yuxin,1,79.0,159.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,0,0,,0,5.206896551724142,2000-10-12,17.48665297741273,
Lin Yuxin,2,80.0,159.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,0,0,,0,5.436781609195407,2000-10-12,17.48665297741273,
Lin Yuxin,3,,159.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,0,0,,0,,2000-10-12,17.48665297741273,
Lin Yuxin,4,,159.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,0,0,,0,,2000-10-12,17.48665297741273,
Louis Oosthuizen,1,71.0,142.0,8.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,1,1,2022-06-09,0,-2.7931034482758577,1982-10-19,35.46885694729637,-16.0
Louis Oosthuizen,2,71.0,142.0,8.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,1,1,2022-06-09,0,-3.563218390804593,1982-10-19,35.46885694729637,-16.0
Louis Oosthuizen,3,71.0,282.0,12.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,1,1,2022-06-09,0,-0.26415094339623124,1982-10-19,35.46885694729637,-16.0
Louis Oosthuizen,4,69.0,282.0,12.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,1,1,2022-06-09,0,-1.4905660377358458,1982-10-19,35.46885694729637,-16.0
Marc Leishman,1,70.0,137.0,2.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,1,1,2022-09-02,0,-3.7931034482758577,1983-10-24,34.455852156057496,-19.0
Marc Leishman,2,67.0,137.0,2.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,1,1,2022-09-02,0,-7.563218390804593,1983-10-24,34.455852156057496,-19.0
Marc Leishman,3,73.0,210.0,6.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,1,1,2022-09-02,0,1.7358490566037688,1983-10-24,34.455852156057496,-19.0
Marc Leishman,4,70.0,280.0,9.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,1,1,2022-09-02,0,-0.49056603773584584,1983-10-24,34.455852156057496,-19.0
Mark O'Meara,1,78.0,159.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,0,0,,0,4.206896551724142,1957-01-13,61.23203285420944,
Mark O'Meara,2,81.0,159.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,0,0,,0,6.436781609195407,1957-01-13,61.23203285420944,
Mark O'Meara,3,,159.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,0,0,,0,,1957-01-13,61.23203285420944,
Mark O'Meara,4,,159.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,0,0,,0,,1957-01-13,61.23203285420944,
Martin Kaymer,1,74.0,294.0,48.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,1,1,2022-06-09,0,0.20689655172414234,1984-12-28,33.275838466803556,-13.0
Martin Kaymer,2,73.0,294.0,48.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,1,1,2022-06-09,0,-1.5632183908045931,1984-12-28,33.275838466803556,-13.0
Martin Kaymer,3,74.0,294.0,48.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,1,1,2022-06-09,0,2.7358490566037688,1984-12-28,33.275838466803556,-13.0
Martin Kaymer,4,73.0,294.0,48.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,1,1,2022-06-09,0,2.509433962264154,1984-12-28,33.275838466803556,-13.0
Matt Fitzpatrick,1,75.0,291.0,38.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,1,0,,0,1.2068965517241423,1994-09-01,23.600273785078713,
Matt Fitzpatrick,2,74.0,291.0,38.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,1,0,,0,-0.5632183908045931,1994-09-01,23.600273785078713,
Matt Fitzpatrick,3,67.0,291.0,38.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,1,0,,0,-4.264150943396231,1994-09-01,23.600273785078713,
Matt Fitzpatrick,4,75.0,291.0,38.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,1,0,,0,4.509433962264154,1994-09-01,23.600273785078713,
Matt Kuchar,1,68.0,288.0,28.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,1,0,,0,-5.793103448275858,1978-06-21,39.79739904175222,
Matt Kuchar,2,75.0,288.0,28.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,1,0,,0,0.4367816091954069,1978-06-21,39.79739904175222,
Matt Kuchar,3,72.0,288.0,28.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,1,0,,0,0.7358490566037688,1978-06-21,39.79739904175222,
Matt Kuchar,4,73.0,288.0,28.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,1,0,,0,2.509433962264154,1978-06-21,39.79739904175222,
Matt Parziale,1,81.0,160.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,0,0,,0,7.206896551724142,1987-06-05,30.84188911704312,
Matt Parziale,2,79.0,160.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,0,0,,0,4.436781609195407,1987-06-05,30.84188911704312,
Matt Parziale,3,,160.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,0,0,,0,,1987-06-05,30.84188911704312,
Matt Parziale,4,,160.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,0,0,,0,,1987-06-05,30.84188911704312,
Mike Weir,1,76.0,155.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,0,0,,0,2.2068965517241423,1970-05-12,47.90691307323751,
Mike Weir,2,79.0,155.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,0,0,,0,4.436781609195407,1970-05-12,47.90691307323751,
Mike Weir,3,,155.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,0,0,,0,,1970-05-12,47.90691307323751,
Mike Weir,4,,155.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,0,0,,0,,1970-05-12,47.90691307323751,
Pat Perez,1,73.0,152.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,0,1,2022-06-30,0,-0.7931034482758577,1976-03-01,42.10266940451746,-5.0
Pat Perez,2,79.0,152.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,0,1,2022-06-30,0,4.436781609195407,1976-03-01,42.10266940451746,-5.0
Pat Perez,3,,152.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,0,1,2022-06-30,0,,1976-03-01,42.10266940451746,-5.0
Pat Perez,4,,152.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,0,1,2022-06-30,0,,1976-03-01,42.10266940451746,-5.0
Patrick Cantlay,1,75.0,151.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,0,0,,0,1.2068965517241423,1992-03-17,26.05886379192334,
Patrick Cantlay,2,76.0,151.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,0,0,,0,1.4367816091954069,1992-03-17,26.05886379192334,
Patrick Cantlay,3,,151.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,0,0,,0,,1992-03-17,26.05886379192334,
Patrick Cantlay,4,,151.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,0,0,,0,,1992-03-17,26.05886379192334,
Patrick Reed,1,69.0,135.0,1.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,1,1,2022-06-30,0,-4.793103448275858,1990-08-05,27.67419575633128,-18.0
Patrick Reed,2,66.0,135.0,1.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,1,1,2022-06-30,0,-8.563218390804593,1990-08-05,27.67419575633128,-18.0
Patrick Reed,3,67.0,202.0,1.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,1,1,2022-06-30,0,-4.264150943396231,1990-08-05,27.67419575633128,-18.0
Patrick Reed,4,71.0,273.0,1.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,1,1,2022-06-30,0,0.5094339622641542,1990-08-05,27.67419575633128,-18.0
Patton Kizzire,1,76.0,152.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,0,0,,0,2.2068965517241423,1986-03-03,32.09856262833676,
Patton Kizzire,2,76.0,152.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,0,0,,0,1.4367816091954069,1986-03-03,32.09856262833676,
Patton Kizzire,3,,152.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,0,0,,0,,1986-03-03,32.09856262833676,
Patton Kizzire,4,,152.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,0,0,,0,,1986-03-03,32.09856262833676,
Paul Casey,1,74.0,283.0,15.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,1,0,,0,0.20689655172414234,1977-07-21,40.714579055441476,
Paul Casey,2,75.0,283.0,15.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,1,0,,0,0.4367816091954069,1977-07-21,40.714579055441476,
Paul Casey,3,69.0,283.0,15.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,1,0,,0,-2.2641509433962312,1977-07-21,40.714579055441476,
Paul Casey,4,65.0,283.0,15.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,1,0,,0,-5.490566037735846,1977-07-21,40.714579055441476,
Phil Mickelson,1,70.0,290.0,36.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,1,1,2022-06-09,0,-3.7931034482758577,1970-06-16,47.81108829568789,-15.0
Phil Mickelson,2,79.0,290.0,36.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,1,1,2022-06-09,0,4.436781609195407,1970-06-16,47.81108829568789,-15.0
Phil Mickelson,3,74.0,290.0,36.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,1,1,2022-06-09,0,2.7358490566037688,1970-06-16,47.81108829568789,-15.0
Phil Mickelson,4,67.0,290.0,36.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,1,1,2022-06-09,0,-3.490566037735846,1970-06-16,47.81108829568789,-15.0
Rafa Cabrera-Bello,1,69.0,291.0,38.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,1,0,,0,-4.793103448275858,1984-05-25,33.869952087611225,
Rafa Cabrera-Bello,2,76.0,291.0,38.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,1,0,,0,1.4367816091954069,1984-05-25,33.869952087611225,
Rafa Cabrera-Bello,3,74.0,291.0,38.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,1,0,,0,2.7358490566037688,1984-05-25,33.869952087611225,
Rafa Cabrera-Bello,4,72.0,291.0,38.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,1,0,,0,1.5094339622641542,1984-05-25,33.869952087611225,
Rickie Fowler,1,70.0,142.0,8.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,1,0,,0,-3.7931034482758577,1988-12-13,29.31690622861054,
Rickie Fowler,2,72.0,142.0,8.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,1,0,,0,-2.563218390804593,1988-12-13,29.31690622861054,
Rickie Fowler,3,65.0,207.0,3.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,1,0,,0,-6.264150943396231,1988-12-13,29.31690622861054,
Rickie Fowler,4,67.0,274.0,2.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,1,0,,0,-3.490566037735846,1988-12-13,29.31690622861054,
Rory McIlroy,1,69.0,140.0,4.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,1,0,,0,-4.793103448275858,1989-05-04,28.928131416837783,
Rory McIlroy,2,71.0,140.0,4.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,1,0,,0,-3.563218390804593,1989-05-04,28.928131416837783,
Rory McIlroy,3,65.0,205.0,2.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,1,0,,0,-6.264150943396231,1989-05-04,28.928131416837783,
Rory McIlroy,4,74.0,279.0,5.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,1,0,,0,3.509433962264154,1989-05-04,28.928131416837783,
Ross Fisher,1,78.0,152.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,0,0,,0,4.206896551724142,1980-11-22,37.374401095140314,
Ross Fisher,2,74.0,152.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,0,0,,0,-0.5632183908045931,1980-11-22,37.374401095140314,
Ross Fisher,3,,152.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,0,0,,0,,1980-11-22,37.374401095140314,
Ross Fisher,4,,152.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,0,0,,0,,1980-11-22,37.374401095140314,
Russell Henley,1,73.0,283.0,15.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,1,0,,0,-0.7931034482758577,1989-04-12,28.98836413415469,
Russell Henley,2,72.0,283.0,15.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,1,0,,0,-2.563218390804593,1989-04-12,28.98836413415469,
Russell Henley,3,71.0,283.0,15.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,1,0,,0,-0.26415094339623124,1989-04-12,28.98836413415469,
Russell Henley,4,67.0,283.0,15.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,1,0,,0,-3.490566037735846,1989-04-12,28.98836413415469,
Ryan Moore,1,74.0,288.0,28.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,1,0,,0,0.20689655172414234,1982-12-05,35.34017796030116,
Ryan Moore,2,72.0,288.0,28.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,1,0,,0,-2.563218390804593,1982-12-05,35.34017796030116,
Ryan Moore,3,72.0,288.0,28.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,1,0,,0,0.7358490566037688,1982-12-05,35.34017796030116,
Ryan Moore,4,70.0,288.0,28.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,1,0,,0,-0.49056603773584584,1982-12-05,35.34017796030116,
Sandy Lyle,1,74.0,150.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,0,0,,0,0.20689655172414234,1958-02-09,60.158795345653665,
Sandy Lyle,2,76.0,150.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,0,0,,0,1.4367816091954069,1958-02-09,60.158795345653665,
Sandy Lyle,3,,150.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,0,0,,0,,1958-02-09,60.158795345653665,
Sandy Lyle,4,,150.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,0,0,,0,,1958-02-09,60.158795345653665,
Satoshi Kodaira,1,71.0,288.0,28.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,1,0,,0,-2.7931034482758577,1989-09-11,28.57221081451061,
Satoshi Kodaira,2,74.0,288.0,28.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,1,0,,0,-0.5632183908045931,1989-09-11,28.57221081451061,
Satoshi Kodaira,3,71.0,288.0,28.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,1,0,,0,-0.26415094339623124,1989-09-11,28.57221081451061,
Satoshi Kodaira,4,72.0,288.0,28.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,1,0,,0,1.5094339622641542,1989-09-11,28.57221081451061,
Sergio Garcia,1,81.0,159.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,0,1,2022-06-09,0,7.206896551724142,1980-01-09,38.24503764544832,-16.0
Sergio Garcia,2,78.0,159.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,0,1,2022-06-09,0,3.436781609195407,1980-01-09,38.24503764544832,-16.0
Sergio Garcia,3,,159.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,0,1,2022-06-09,0,,1980-01-09,38.24503764544832,-16.0
Sergio Garcia,4,,159.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,0,1,2022-06-09,0,,1980-01-09,38.24503764544832,-16.0
Shubhankar Sharma,1,77.0,151.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,0,0,,0,3.2068965517241423,1996-07-21,21.713894592744694,
Shubhankar Sharma,2,74.0,151.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,0,0,,0,-0.5632183908045931,1996-07-21,21.713894592744694,
Shubhankar Sharma,3,,151.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,0,0,,0,,1996-07-21,21.713894592744694,
Shubhankar Sharma,4,,151.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,0,0,,0,,1996-07-21,21.713894592744694,
Ted Potter Jr.,1,73.0,151.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,0,0,,0,-0.7931034482758577,1983-11-09,34.41204654346338,
Ted Potter Jr.,2,78.0,151.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,0,0,,0,3.436781609195407,1983-11-09,34.41204654346338,
Ted Potter Jr.,3,,151.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,0,0,,0,,1983-11-09,34.41204654346338,
Ted Potter Jr.,4,,151.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,0,0,,0,,1983-11-09,34.41204654346338,
Thomas Pieters,1,73.0,151.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,0,1,2022-12-01,0,-0.7931034482758577,1992-01-22,26.209445585215605,-12.0
Thomas Pieters,2,78.0,151.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,0,1,2022-12-01,0,3.436781609195407,1992-01-22,26.209445585215605,-12.0
Thomas Pieters,3,,151.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,0,1,2022-12-01,0,,1992-01-22,26.209445585215605,-12.0
Thomas Pieters,4,,151.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,0,1,2022-12-01,0,,1992-01-22,26.209445585215605,-12.0
Tiger Woods,1,73.0,289.0,32.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,1,0,,0,-0.7931034482758577,1975-12-30,42.27241615331965,
Tiger Woods,2,75.0,289.0,32.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,1,0,,0,0.4367816091954069,1975-12-30,42.27241615331965,
Tiger Woods,3,72.0,289.0,32.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,1,0,,0,0.7358490566037688,1975-12-30,42.27241615331965,
Tiger Woods,4,69.0,289.0,32.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,1,0,,0,-1.4905660377358458,1975-12-30,42.27241615331965,
Tommy Fleetwood,1,72.0,210.0,6.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,1,0,,0,-1.7931034482758577,1991-01-19,27.21697467488022,
Tommy Fleetwood,2,72.0,210.0,6.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,1,0,,0,-2.563218390804593,1991-01-19,27.21697467488022,
Tommy Fleetwood,3,66.0,210.0,6.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,1,0,,0,-5.264150943396231,1991-01-19,27.21697467488022,
Tommy Fleetwood,4,74.0,284.0,17.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,1,0,,0,3.509433962264154,1991-01-19,27.21697467488022,
Tony Finau,1,68.0,142.0,8.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,1,0,,0,-5.793103448275858,1989-09-14,28.56399726214921,
Tony Finau,2,74.0,142.0,8.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,1,0,,0,-0.5632183908045931,1989-09-14,28.56399726214921,
Tony Finau,3,73.0,281.0,10.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,1,0,,0,1.7358490566037688,1989-09-14,28.56399726214921,
Tony Finau,4,66.0,281.0,10.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,1,0,,0,-4.490566037735846,1989-09-14,28.56399726214921,
Trevor Immelman,1,78.0,153.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,0,0,,0,4.206896551724142,1979-12-16,38.31074606433949,
Trevor Immelman,2,75.0,153.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,0,0,,0,0.4367816091954069,1979-12-16,38.31074606433949,
Trevor Immelman,3,,153.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,0,0,,0,,1979-12-16,38.31074606433949,
Trevor Immelman,4,,153.0,,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,0,0,,0,,1979-12-16,38.31074606433949,
Tyrrell Hatton,1,74.0,292.0,44.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,1,1,2024-02-01,0,0.20689655172414234,1991-10-14,26.483230663928815,-23.0
Tyrrell Hatton,2,75.0,292.0,44.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,1,1,2024-02-01,0,0.4367816091954069,1991-10-14,26.483230663928815,-23.0
Tyrrell Hatton,3,73.0,292.0,44.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,1,1,2024-02-01,0,1.7358490566037688,1991-10-14,26.483230663928815,-23.0
Tyrrell Hatton,4,70.0,292.0,44.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,1,1,2024-02-01,0,-0.49056603773584584,1991-10-14,26.483230663928815,-23.0
Vijay Singh,1,71.0,295.0,49.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,1,0,,0,-2.7931034482758577,1963-02-22,55.123887748117724,
Vijay Singh,2,74.0,295.0,49.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,1,0,,0,-0.5632183908045931,1963-02-22,55.123887748117724,
Vijay Singh,3,79.0,295.0,49.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,1,0,,0,7.735849056603769,1963-02-22,55.123887748117724,
Vijay Singh,4,71.0,295.0,49.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R4,1,0,,0,0.5094339622641542,1963-02-22,55.123887748117724,
Webb Simpson,1,76.0,286.0,20.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R1,1,0,,0,2.2068965517241423,1985-08-08,32.6652977412731,
Webb Simpson,2,73.0,286.0,20.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R2,1,0,,0,-1.5632183908045931,1985-08-08,32.6652977412731,
Webb Simpson,3,70.0,286.0,20.0,2018,Masters,2018-04-08,2018-Masters,2018-Masters-R3,1,0,,0,-1.2641509433962312,1985-08-08,32.6652977412731,
